uav_altitude,uav_speed,uav_direction,missile_distance,missile_speed,missile_angle_of_approach,temperature,wind_speed,pressure,threat_level
8745.401188473625,374.05317153544786,94.21404614492614,13781.356889969062,1071.9958782835927,70.85439364993958,18.89541724466932,1.939972736444373,1044.0535847894791,0
14507.143064099162,516.7603789513432,88.91236766591993,16136.946546636074,1305.4323292999863,85.21841868750386,-9.656818273690027,9.338626411556467,1037.4566008826255,0
12319.93941811405,649.1783343505633,326.2516489875732,5758.890077057481,1260.1609297901591,153.81853077639246,32.343673801288894,41.56229025449713,919.1508397326716,1
10986.584841970365,592.8899545638245,89.83663194582219,12872.607892532978,653.8999046937737,61.200789490780586,16.78697434415449,38.33841781691679,1084.51448098116,0
6560.186404424365,622.6244591445799,97.90190140630716,11863.173679731226,649.249469741474,156.53694326619083,-10.567766986582745,17.532134572857345,1013.6944404313639,0
6559.945203362026,563.513346684287,273.38337447046695,16823.77715897715,768.1743677449133,15.864197575804468,37.74028344887241,18.840531388710623,972.7451042271368,0
5580.836121681995,576.910625807141,161.9063432821944,18215.65414914395,861.0747263410373,139.82371869755355,11.101927800119238,26.677721677678974,1051.3077166990613,0
13661.761457749351,639.6782606261277,279.6158005038652,1230.9786580703494,908.4555814084825,152.55857394985253,-15.6260928877007,0.012050234256727466,951.4730916803268,1
11011.150117432087,399.86720354367435,23.531816723178686,13806.37846211706,1179.6972168333452,32.72717751072098,17.609974264904032,12.062216801901393,1038.7019674092642,0
12080.725777960455,495.7699854572562,175.52562972241836,1984.8801832748513,556.6804321658354,77.46237582699608,-4.808065579231386,10.411590430410723,907.9422415144494,1
5205.844942958024,388.4837767278409,12.100896065981747,11428.314636469762,534.6727042260663,29.789959439458013,28.221607112638146,12.524147337488174,1067.8816075218544,0
14699.098521619942,695.0672031986588,22.555153243927627,6465.021851829886,891.910562943909,127.1887432189592,29.069324413971437,40.29529212667207,989.6341694042637,1
13324.426408004218,677.6237358746453,326.31748320398793,6828.755390920683,1197.1636921379804,96.3625982510982,38.736841351279715,13.983692827322159,1027.3385828715884,1
7123.391106782761,315.7707245474024,50.12833360233426,7706.211565594775,693.4353429564826,114.35820240749779,10.112171861470223,9.576066102507408,944.2475639613367,1
6818.249672071006,582.2300690062754,191.67144561907816,12804.556531942591,1141.5044812562517,35.367654052118006,7.297412783664228,25.213173039651576,1035.4147425316896,0
6834.045098534338,670.0993269662663,147.99441693625437,7346.949347706615,759.8281379402995,38.114255169435516,25.20853632678884,43.282251818636595,1054.4480551786553,1
8042.422429595377,372.2301380509334,125.04359745318337,14921.281961215327,1386.0861088135164,7.469518591783146,-12.051760619484407,12.067485191874994,994.6426373768797,0
10247.564316322378,527.1780922210518,323.94000444741806,8686.020325903524,1395.6899442666165,57.972156335231354,12.814930827587451,3.9268121396399347,1023.5453848123589,1
9319.450186421158,666.1953190352167,7.85642283917622,2298.7108058892136,797.2872042813265,100.75403904006149,12.774856007851056,17.820236792483236,991.2651847644797,1
7912.291401980419,313.57839143431954,238.96428702321208,15891.437007198037,729.9937539632405,154.4282845195192,-14.631612631376766,37.38259122824889,1078.818273851569,0
11118.528947223795,578.968106898736,346.82199631687814,6429.408167261414,911.3039720662313,120.04694054256252,5.079045130414814,27.53452723473973,999.5738361028639,1
6394.938606520418,418.9396029490203,201.6605460462631,9222.57071238599,740.5315851801487,78.37133821195526,31.197087914032117,40.83966847871737,1068.3617418057638,1
7921.446485352181,669.7584781506122,337.2560863319131,14023.433781216128,1172.3838432917037,171.5616205909448,31.369217319679617,47.9796073804617,1060.2704116540497,0
8663.618432936917,688.4232980661471,18.812836542968554,7316.666985825528,1326.0646845482854,129.46413610364974,-14.04574010481914,39.633123837580854,982.1009642696713,1
9560.69984217036,677.7065956453736,150.7655948666981,2075.127466787597,1173.092130911217,167.429736515259,-14.55674703513015,30.19015394218767,946.016898371495,2
12851.759613930137,489.6856866629855,93.65680474633842,8104.499893243458,1324.3504472493494,94.96583518898981,-4.238271379883882,24.667079402619024,981.2164265119542,1
6996.737821583597,644.8170603957253,263.0955473930627,18944.523071191765,896.9921622074742,46.602769462765124,32.48596375323961,2.0034543174133335,1065.243475155044,0
